customer_id,gender
39026145,1
52220754,1
78029866,0.32065217391304346
79780256,1
1585299,1
1645333,0
5524414,0
35059129,0
64627292,0
3765322,0
41870088,1
89720806,0.41304347826086957
39472448,0
41519597,0.29347826086956524
33529423,1
76508197,0
47853460,1
73496527,0
57045393,1
35234377,0.31521739130434784
61034383,1
64294802,1
58227469,0
22716068,0.3423913043478261
78729471,0
80573470,1
73173719,0
83340880,1
10690962,1
29481052,1
19513764,0
8681587,1
39868111,0.32065217391304346
77963577,0.27717391304347827
79452683,1
94651527,1
78002711,0
97634522,1
49430331,0.33695652173913043
96661157,0
69161700,0.29347826086956524
96088836,0.34782608695652173
19186106,1
60723549,1
6019747,0.29891304347826086
26847016,1
22570682,1
65605432,0
79532297,0.21739130434782608
2158881,1
67984042,1
75101515,0
34039951,1
87618406,1
62735032,0.3641304347826087
85187996,0
85056040,0
74920867,0
67755456,1
2368868,0
86569593,0
41481189,1
9156029,1
55045775,0.3641304347826087
74331777,1
93860479,0
45356726,0.34782608695652173
89788126,1
12811046,0.31521739130434784
30195213,0
3180911,0
78186078,1
24796552,0
51028881,1
94899216,1
2314154,0
74975576,0
60111796,0
87961010,1
84027814,1
66825031,1
6443703,0
9497605,1
37521219,0
98513618,1
85036381,1
10229977,0
78841869,0.41847826086956524
49724677,0.3423913043478261
65617755,0.2554347826086957
12500141,1
52701647,1
93677449,1
48224220,0
28386083,0.33695652173913043
12509777,1
62939779,1
33423516,0.3641304347826087
61024099,1
46769155,0
69942970,0.28804347826086957
95047101,1
20525342,0
87269377,0
16542264,1
60953316,0
600423,0
56282562,0
78603033,0.42391304347826086
57195308,1
49386123,1
60693557,0
9363087,0
10722119,1
46967214,0.33695652173913043
54920864,1
56902795,0.2608695652173913
31828289,0.29347826086956524
40691305,0.32608695652173914
71591742,1
90808332,0
81541373,0
56159156,1
4618247,0
74160301,1
93482866,0.3804347826086957
84906776,1
46837651,1
97963238,1
18967458,0
19782421,0.30434782608695654
50859777,1
80783299,0
94454524,1
71946204,0.358695652173913
4539433,1
17880785,1
94597887,0.3423913043478261
95543007,0.3641304347826087
62155762,0
83805343,0
95895478,0.30978260869565216
43835016,0
68937660,1
43801813,0
70306450,0
3419519,0.27717391304347827
1747627,0
66388543,0
71331226,1
55277921,0.28804347826086957
70630732,0
42123803,0.3804347826086957
34147053,1
80776562,1
70306921,1
89918715,1
56228080,0
65154870,1
78336615,0.358695652173913
88450089,1
12280482,0
33833317,1
302489,0
30172244,0
7124049,0
56896548,1
82606755,0.29347826086956524
61287858,1
62943829,0.2608695652173913
39193827,0
79038293,1
186730,1
57163214,0
36187587,1
30767842,0
65477485,0
50925799,1
99729098,1
74302527,1
59412639,0.358695652173913
98047150,0
48881517,0
42964024,0
25867134,1
62605812,1
88583226,0.375
9672790,0
12678722,0
82650025,0.28804347826086957
42357588,0
75849526,0.42391304347826086
83490400,0
36153872,1
37362216,0.30978260869565216
36576755,0
88288737,0
92270122,0
60029265,1
91223020,1
76758933,1
18979312,1
10344936,1
34267056,0
52058205,1
37446344,0
21392336,1
56420052,0
94322959,1
31267301,0
61385271,0.358695652173913
97767998,1
19950741,1
43806960,1
63009289,1
73189788,1
37796079,1
67934707,1
51299910,0
86714506,0
52489320,0
95606586,1
5450195,1
22053688,1
13195994,0
58023930,0
87629740,1
26342114,0
68961483,1
43635814,0.29891304347826086
21217132,1
6812280,1
44662423,0
54645432,1
93149548,1
77245317,0
20634247,0.2608695652173913
71719624,0
8928713,0.29347826086956524
43280099,0
77058473,0
69586432,0
1238197,1
36840873,0.34782608695652173
15729290,0
33953111,1
99230639,0
14771683,1
81157586,0
41967614,1
956512,0
70326821,0
95815406,0
59508159,1
24551767,0.33152173913043476
15283573,0
84667527,1
7039985,1
95110266,0
16004843,1
51427893,0.2826086956521739
50825253,0
23998119,0.27717391304347827
1380455,0
35803543,1
96353147,1
40917212,0
69366360,0
25070887,0.29347826086956524
86086483,1
59553546,0
29593738,0
82656164,0.3695652173913043
88319560,0.375
90759354,0
64405149,1
60743656,0
86660128,0
58501218,1
14939820,1
30560785,1
26759878,0.3423913043478261
83720437,0
68904789,0
83063340,0.31521739130434784
70225938,0
45956004,0
58481484,0
93014616,0
23560101,0.3532608695652174
67035120,0
26497278,1
63173644,0
51488456,1
19287737,0
38506334,0
93553972,0.30434782608695654
60048863,0
62048436,0.31521739130434784
82203542,0.28804347826086957
31015690,0
72908719,1
63578851,0
68326027,0
56420506,1
91187991,0
59994859,0
65481729,0
98488344,0
78501857,0
79078066,1
19575612,0.32065217391304346
37156682,1
85464738,1
37632574,1
961425,0.29891304347826086
35953316,0
48111232,1
92100571,0
79692896,1
91472082,0
38561717,0
29889678,0
42268246,0
31500378,0
6839194,1
39354399,0
95481247,0
59656984,0
46549155,0.3804347826086957
66738934,1
83513635,0.34782608695652173
14969345,0
91421127,1
68159369,0
50030112,1
115617,1
71646377,1
70307755,0.2717391304347826
14143258,1
31556072,0
96631712,0.30434782608695654
41508616,0.34782608695652173
47474125,0
14835466,0
58165107,0.33152173913043476
81359610,0
50185359,1
76598280,0
63159770,0
23652302,0
94848009,0
71310841,0
87729038,0
21417703,0.33695652173913043
90501931,0
66367958,0
94223809,0
88850073,1
99014776,1
66372978,1
87450603,1
34927541,0
7582139,0.32065217391304346
15881446,0
74053223,0
57495074,0.40217391304347827
1297829,1
29848943,0
8424966,1
22957454,0.30434782608695654
82581973,1
83046515,0.3641304347826087
56661848,1
83427342,1
81099335,0
14248648,1
74351422,0
87695373,1
52874920,1
62772670,0
93979672,0.30434782608695654
39225619,0
99302313,1
54871257,0.375
99159420,0.3641304347826087
27133006,0
42260184,0
28893182,0
27282344,1
67383663,0
42101009,0
97001312,0.358695652173913
67193294,0
24407970,0
59362844,1
75169373,1
32508398,1
81936989,0.29347826086956524
28564573,1
42857274,1
92766561,1
60462258,0
15004238,1
43750327,1
46523355,1
37088614,1
93247406,0
78421887,0
63560017,0.31521739130434784
96501153,1
71900602,1
40635820,1
52424807,0
36223985,0
58414796,0
61590766,1
20396219,1
71797886,0
93340268,0.2826086956521739
23786676,1
98481661,0
12995896,1
24599816,1
80168324,0
12896717,1
73798990,1
7191842,0.33695652173913043
94060979,1
49971781,0.33695652173913043
23509423,1
70750678,0
29678690,0.391304347826087
75586727,1
76133553,0.29347826086956524
20963156,1
70040545,0.358695652173913
36409056,1
51920655,0.3423913043478261
64228662,1
19457273,1
92100655,0
55336329,1
17171343,0
45999021,0
61855287,0
75448743,0.2717391304347826
44771419,0
73740375,0.358695652173913
16527738,1
22013956,0
30912810,0.33152173913043476
35972896,1
66676781,1
64548384,0.3423913043478261
43442929,0
61317308,0
13868306,1
53210255,0.2554347826086957
75672703,0.2717391304347826
3132026,0
13712785,0
68833534,1
77825659,0
71827865,1
72617996,0
53470814,1
50489467,0
52228883,0
81637000,0.28804347826086957
47623554,1
37210858,0.358695652173913
8558731,0.31521739130434784
17005865,0
99815733,1
31792501,1
89379560,0.28804347826086957
64050247,0.32608695652173914
18654396,1
77097744,0.33152173913043476
79005623,0.43478260869565216
70145905,0.266304347826087
34973727,0
71813116,0
44735517,0
85896879,0
75915257,1
34174139,0
45151678,1
54978125,0
97814357,0.32065217391304346
68051153,0
94211608,0.30978260869565216
33016455,0.2391304347826087
43947581,1
48150301,0
6761809,1
7154063,0
85614078,0
54856133,1
82518781,0.27717391304347827
99953525,0
29631690,1
87670097,1
54246151,1
98687585,0.29891304347826086
18501812,1
10246339,1
13025490,1
61883472,0.31521739130434784
49933875,1
42073636,0
80585790,1
94926357,1
73197097,1
3690249,0
69705190,1
39308561,1
40099421,1
43519913,1
81807105,0
24140887,1
17217359,0
41764042,0
41354564,0.31521739130434784
66495185,0
13682748,0.30978260869565216
32718661,0
75650930,0
5650565,0
46911703,0
52846368,0
86755845,0.30978260869565216
8180711,0
14257147,1
74637057,0.41304347826086957
57501477,0.27717391304347827
85894840,1
91330600,1
29380413,1
40149306,1
51553625,0
84980957,0
98153083,0.30978260869565216
2734888,1
13475789,0.32608695652173914
20085540,0.42391304347826086
70454187,1
40389341,0.33695652173913043
24933807,0.2826086956521739
93741697,0
14808847,0
27621094,0
